0.09400000000000003	0	0	0.0
-0.002	2.0	1	0.0
-0.004	0	0	0.0
0.1	0	0	0.0
-0.004	5.0	1	0.0
0.0	0	0	0.0
0.0	0	0	0.0
0.09600000000000002	0	0	0.0
-0.002	9.0	1	0.0
-0.006000000000000001	0	0	0.0
-0.004	0	0	0.0
-0.006000000000000001	0	0	0.0
-0.006000000000000001	0	0	0.0
-0.004	0	0	0.0
-0.006000000000000001	0	0	0.0
0.09200000000000001	0	0	0.0
0.0	17.0	1	0.0
0.098	0	0	0.0
0.09600000000000002	19.0	1	0.0
-0.004	1.0	1	0.0
0.0	0	0	0.0
-0.002	0	0	0.0
0.0	0	0	0.0
0.0	0	0	0.0
-0.002	0	0	0.0
-0.004	0	0	0.0
0.09200000000000001	0	0	0.0
0.0	28.0	1	0.0
-0.004	0	0	0.0
0.1	0	0	0.0
-0.002	22.0	1	0.0
-0.004	0	0	0.0
-0.004	0	0	0.0
-0.002	0	0	0.0
-0.004	0	0	0.0
0.098	0	0	0.0
-0.004	20.0	1	0.0
0.1	0	0	0.0
-0.002	34.0	1	0.0
-0.002	0	0	0.0
-0.004	0	0	0.0
-0.002	0	0	0.0
-0.002	0	0	0.0
-0.004	0	0	0.0
-0.004	0	0	0.0
0.0	0	0	0.0
0.0	0	0	0.0
-0.006000000000000001	0	0	0.0
-0.002	0	0	0.0
-0.004	0	0	0.0
0.098	0	0	0.0
-0.002	52.0	1	0.0
0.098	0	0	0.0
-0.002	54.0	1	0.0
-0.004	0	0	0.0
-0.004	0	0	0.0
0.0	0	0	0.0
0.0	0	0	0.0
-0.01	0	0	0.0
-0.002	0	0	0.0
0.0	0	0	0.0
-0.002	0	0	0.0
-0.002	0	0	0.0
-0.006000000000000001	0	0	0.0
-0.006000000000000001	0	0	0.0
-0.006000000000000001	0	0	0.0
-0.004	0	0	0.0
0.094	0	0	0.0
-0.002	69.0	1	0.0
-0.01	0	0	0.0
0.0	0	0	0.0
0.098	0	0	0.0
-0.006000000000000001	73.0	1	0.0
-0.004	0	0	0.0
-0.004	0	0	0.0
0.0	0	0	0.0
0.0	0	0	0.0
-0.006000000000000001	0	0	0.0
-0.002	0	0	0.0
-0.006000000000000001	0	0	0.0
-0.006000000000000001	0	0	0.0
-0.006000000000000001	0	0	0.0
-0.008	0	0	0.0
0.09600000000000002	0	0	0.0
0.0	16.0	1	0.0
0.0	0	0	0.0
0.0	0	0	0.0
0.0	0	0	0.0
-0.004	0	0	0.0
0.0	0	0	0.0
0.0	0	0	0.0
-0.006000000000000001	0	0	0.0
-0.004	0	0	0.0
0.1	0	0	0.0
-0.002	75.0	1	0.0
-0.002	0	0	0.0
